total,limit,start,data
471,700,0,"{'parkCode': 'cech', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': 'César E. Chávez National Monument does not require an entrance pass. Admission is free.', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'cham', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'chat', 'isFeeFreePark': False, 'isInteragencyPassAccepted': True, 'cashless': 'Yes', 'feesAtWorkUrl': 'https://www.nps.gov/chat/learn/management/yourdollarsatwork.htm', 'entranceFeeDescription': 'An entrance pass is required to enter Chattahoochee River National Recreation Area. Entrance passes are valid for one day.', 'entrancePassDescription': 'Annual passes are valid for one year.', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [{'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'Purchase at the Island Ford Visitor Center or online at recreation.gov.', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2626', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '5.00', 'timedEntryShortDescription': '', 'description': 'Required for visitors age 16+ entering on foot or by bicycle. Valid for one day.', 'informationUrl': '', 'id': '79A44A0A-B7D7-401E-896D-2E7A88F464BE', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'Purchase at the Island Ford Visitor Center or online at recreation.gov.', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2626', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '5.00', 'timedEntryShortDescription': '', 'description': 'Private vehicle pass admits one private vehicle and its occupants for one day.', 'informationUrl': '', 'id': '9112C8D8-0118-4C62-80DD-C674CADE3E79', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'Purchase at the Island Ford Visitor Center or online at recreation.gov.', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2626', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '5.00', 'timedEntryShortDescription': '', 'description': 'Valid for one motorcycle and its occupant(s) for one day.', 'informationUrl': '', 'id': '1D1C81AE-C7FF-468F-8E5A-53F162230DB4', 'npsGovPurchaseUrl': ''}], 'passes': [{'exceptions': '', 'payGovPurchaseUrl': 'https://www.pay.gov/public/search/agencyforms?agencyFilters=National+Park+Service&searchCategory=PAYMENT&searchType=AGENCYPAYMENT&agencyId=1357', 'cost': '40.00', 'image': [{'credit': '', 'title': '', 'altText': '', 'caption': '', 'url': 'https://www.nps.gov/customcf/structured_data/images/add_image.png'}], 'description': 'Frequent visitors may save money with an annual entrance pass. The park annual pass admits the cardholder and the other persons in a private vehicle to the park. You may purchase the pass online or in person at the Island Ford Visitor Center. America the Beautiful passes are also accepted.', 'paymentDescription': '', 'category': 'Annual Entrance - Park', 'informationUrl': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2626', 'id': '099C349E-FACC-4B27-9185-10044C9B8EAA', 'npsGovPurchaseUrl': ''}]}"
471,700,0,"{'parkCode': 'chch', 'isFeeFreePark': False, 'isInteragencyPassAccepted': True, 'cashless': 'Yes', 'feesAtWorkUrl': 'https://www.nps.gov/chch', 'entranceFeeDescription': 'Entrance fees are ONLY required to access Point Park, on Lookout Mountain. Access to ALL other park units is FREE.', 'entrancePassDescription': 'Point Park Passes may be purchased at the Point Park Entrance Station, on Lookout Mountain.', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [{'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'Exceptions to Entrance Fees being charged are located at www.nps.gov/planyourvisit/fee-free-parks.htm', 'payGovPurchaseUrl': '', 'cost': '10.00', 'timedEntryShortDescription': '', 'description': 'Entrance fees only apply to Point Park, on Lookout Mountain. If you plan to visit Chickamauga Battlefield, parts of Lookout Mountain Battlefield, exclusive of Point Park, Missionary Ridge, Orchard Knob, Signal Point, or Moccasin Bend National Archeological District, entrance to the park areas is FREE.', 'informationUrl': '', 'id': '6252547B-F292-4A38-A25E-AE771489E4B0', 'npsGovPurchaseUrl': ''}], 'passes': []}"
471,700,0,"{'parkCode': 'chcu', 'isFeeFreePark': False, 'isInteragencyPassAccepted': True, 'cashless': 'Yes', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [{'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/111891', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'This fee allows all persons traveling in one private, non-commercial vehicle (car/truck/van) to enter the park to visit for up to 7 days from the date of purchase.', 'informationUrl': '', 'id': 'BE438865-9FE0-47EA-A0F6-8FD684FDB3CE', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/111891', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '15.00', 'timedEntryShortDescription': '', 'description': 'This fee allows a single individual traveling on foot, bicycle, or as individuals traveling together in a vehicle as a non-commercial, organized group to enter the park to visit for up to 7 days from the date of purchase.', 'informationUrl': '', 'id': '297FF28F-F860-4DE0-8892-658DE0720CAA', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/111891', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '20.00', 'timedEntryShortDescription': '', 'description': 'This fee allows one motorcycle to enter the park to visit for up to 7 days from the date of purchase.', 'informationUrl': '', 'id': '92C5E132-9755-4D39-A0D9-2567E715626C', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Van', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '40.00', 'timedEntryShortDescription': '', 'description': 'This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.', 'informationUrl': '', 'id': '650D8AC0-8969-4193-98EE-4A90C10DE490', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Motor Coach', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '100.00', 'timedEntryShortDescription': '', 'description': 'This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.', 'informationUrl': '', 'id': '505ED20B-F5C9-41B3-B769-7F2125DCCDB5', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Non-commercial Groups', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'Non-commercial groups are charged per vehicle and based on the capacity of the vehicle. For vehicles with a seating capacity of 15 or fewer, the fee is $25. For vehicles with a seating capacity of 16 or more, the fee is $15/person up to the commercial fee rate. Interagency passes may be used for entry in lieu of the $15/person fee.', 'informationUrl': '', 'id': '90A379E4-8BB8-4473-A7FC-5C40A6799F53', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Education/Academic Groups', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '0.00', 'timedEntryShortDescription': '', 'description': 'If you represent an academic institution, you may be eligible for a fee waiver. Download and complete the Academic Fee Waiver and mail it to the park at least two weeks prior to your intended visit. We will notify you of the approval or disapproval of your application before your arrival. Please call 505-786-7014 for any additional questions about this process.', 'informationUrl': 'https://cms.nps.gov/chcu/learn/education/classrooms/fieldtrips.htm', 'id': '516265AE-687C-4ABE-8223-16411A6DBE6F', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Sedan', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '40.00', 'timedEntryShortDescription': '', 'description': 'This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.', 'informationUrl': '', 'id': '6B829FD4-3672-49FC-A7D7-A94349ED435D', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Mini-bus', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '40.00', 'timedEntryShortDescription': '', 'description': 'This fee for commercial entrance is charged per vehicle and based on the capacity of the vehicle.', 'informationUrl': '', 'id': '83E83666-C3AC-4B3F-9B93-E93417E86939', 'npsGovPurchaseUrl': ''}], 'passes': []}"
471,700,0,"{'parkCode': 'chic', 'isFeeFreePark': True, 'isInteragencyPassAccepted': True, 'cashless': 'Yes', 'feesAtWorkUrl': 'https://www.nps.gov/chic/learn/management/yourdollarsatwork.htm', 'entranceFeeDescription': 'There is no entry fee to Chickasaw National Recreation Area. Camping fees and boat launch fees are charged.', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'chir', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'chis', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'choh', 'isFeeFreePark': False, 'isInteragencyPassAccepted': True, 'cashless': 'Yes', 'feesAtWorkUrl': '', 'entranceFeeDescription': 'The C&O Canal NHP is free to visit except the Great Falls Tavern area in Potomac, MD. The pass here is valid at the Great Falls Tavern area of the C&O Canal NHP in Maryland and at Great Falls Park in Virginia.', 'entrancePassDescription': 'This pass provides access to the Great Falls area of the Chesapeake and Ohio Canal National Historical Park in Maryland and Great Falls Park in Virginia. This area has both the cultural resources of the C&O Canal and the natural beauty of the Great Falls of the Potomac and Mather Gorge. Visitors hike, bike, paddle and climb. The towpath runs adjacent to the canal creating the perfect walking and biking trail often with views of the river.', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [{'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'The park accepts only credit, debit, or contactless payment (such as Apple Pay or Google Pay). Cash and check are not accepted.', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/111897', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '20.00', 'timedEntryShortDescription': '', 'description': 'Pass is for one private, non-commercial vehicle — passenger cars, pickup trucks, RVs and vans — and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and Great Falls Park on the Virginia side of the Potomac River.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': 'FCFFF54D-81B0-4971-9532-87CAFF3AA35A', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'The park accepts only credit, debit, or contactless payment (such as Apple Pay or Google Pay). Cash and check are not accepted.', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/111897', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '15.00', 'timedEntryShortDescription': '', 'description': 'Pass is for one motorcycle and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and at Great Falls Park on the Virginia side of the Potomac River.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': '31BDC16B-1D6B-4853-893B-CDCAC0FB6AA7', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'The park accepts only credit, debit, or contactless payment (such as Apple Pay or Google Pay). Cash and check are not accepted.', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/111897', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '10.00', 'timedEntryShortDescription': '', 'description': 'Pass is for one person 16 years of age or older — entering on foot or by bicycle — and is valid at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River and at Great Falls Park on the Virginia side of the Potomac River.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': 'ED226A8B-F0CB-42D5-8EA4-AB69009C8FA8', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Education/Academic Groups', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '0.00', 'timedEntryShortDescription': '', 'description': 'Academic groups visiting the Great Falls area for a park ranger program have an automatic entrance fee waiver. Accredited academic institutions or groups coming to the Great Falls area of the park for a curriculum based visit, not attending a park ranger program must apply for an academic fee waiver. All materials must be provided in order to be considered. A fee waiver is not guaranteed. Allow up to two weeks for processing. Please email application to choh_educational_fee_waiver@nps.gov.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': 'EFFB46DB-41F3-4E83-8960-DDB27013CEDB', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Non-commercial Groups', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '20.00', 'timedEntryShortDescription': '', 'description': 'Includes church groups, college/school groups, scouts, service organizations, military, etc...\nVehicles with passenger capacity of fewer than 16 persons, $20 for the vehicle.\nVehicles with a passenger capacity of 16 or more persons, $10 per person age 16 and over.\nRemoval of seats from a vehicle does not then qualify for the lower rate. Age and pass exemptions apply.\nThe total fee charged for an Organized Non-Commercial Group will not exceed the $100 fee per vehicle.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': '0237FB32-CEDB-442E-A752-CD141C812885', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Motor Coach', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '100.00', 'timedEntryShortDescription': '', 'description': 'The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': 'D6E3F67F-64E7-4DD7-BDF0-36C497B946E6', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Van', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '40.00', 'timedEntryShortDescription': '', 'description': 'The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': '89E17BF4-A34B-4CCF-BFBC-F7B6B7AE5449', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Mini-bus', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': 'The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.', 'payGovPurchaseUrl': '', 'cost': '40.00', 'timedEntryShortDescription': '', 'description': 'The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': '752466BA-E5A6-460B-BC7F-E74C7A869F4A', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Sedan', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'The commercial pass is valid for date of purchase plus six days at the Great Falls area of the Chesapeake and Ohio Canal National Historical Park on the Maryland side of the Potomac River. Please note that fees are based on vehicle capacity and not actual occupants.', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'id': '3C8BC972-0543-4203-B21B-CBFBE22131EB', 'npsGovPurchaseUrl': ''}], 'passes': [{'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '35.00', 'image': [{'credit': '', 'title': '', 'altText': '', 'caption': '', 'url': 'https://www.nps.gov/customcf/structured_data/images/add_image.png'}], 'description': 'Valid for one full year from the month of purchase. Permits access to he Great Falls area of the C&O Canal National Historical Park in Maryland and Great Falls Park in Virginia. The annual pass allows entrance for the pass holder and additional passengers in a single private non-commercial vehicle, or pass holder plus three adults when entering on foot or bicycle', 'paymentDescription': 'The park accepts only credit, debit, or contactless payment (such as Apple Pay or Google Pay). Cash and check are not accepted.', 'category': 'Annual Entrance - Park', 'informationUrl': 'https://www.nps.gov/choh/planyourvisit/fees.htm', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/111897', 'id': 'E6226A4B-6D40-4273-A111-72E9DDB980C9', 'npsGovPurchaseUrl': ''}]}"
471,700,0,"{'parkCode': 'chpi', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': 'Charles Pinckney National Historic Site does not charge entrance fees.', 'entrancePassDescription': 'No park passes are sold at Charles Pinckney National Historic Site as it is a fee free site.', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'chri', 'isFeeFreePark': False, 'isInteragencyPassAccepted': True, 'cashless': 'No', 'feesAtWorkUrl': '', 'entranceFeeDescription': '3 Day Park Entrance Persons 16 years of age and older - $10 Children under 16 - Free National Park and Interagency passes accepted. There is a separate fee for parking in the Ft Christiansvaern lot.', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [{'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/2634', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '10.00', 'timedEntryShortDescription': '', 'description': 'Adults 16 and older.  Children under the age of 16 are admitted free with an adult.', 'informationUrl': 'https://www.nps.gov/chri/planyourvisit/fees.htm', 'id': '37B1B838-B3E0-47CF-8DFB-1824E91DE6D4', 'npsGovPurchaseUrl': ''}], 'passes': []}"
471,700,0,"{'parkCode': 'chsc', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'chyo', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'ciro', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': 'No', 'feesAtWorkUrl': '', 'entranceFeeDescription': 'City of Rocks National Reserve does not charge an entrance fee.', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'clba', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'coga', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': 'Depends on Location', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': True, 'parkingDetailsUrl': 'https://www.nps.gov/nama/planyourvisit/parking.htm', 'fees': [], 'passes': []}"
